DateTime,Open,High,Low,Close,EMA_Period_10,EMA_Period_5,Stochastic,Stochastic_Signal
2021-03-31 09:30:00,2059.12,2061.64,2056.74,2057.27,0,0,0,0
2021-03-31 09:35:00,2058.22,2064.24,2057.16,2063.61,0,0,0,0
2021-03-31 09:40:00,2063.74,2067.69,2063.05,2063.4,0,0,0,0
2021-03-31 09:45:00,2064.22,2067.54,2063.06,2067.28,0,0,0,0
2021-03-31 09:50:00,2067.37,2070.0,2066.37,2066.5,0,2063.61,0,0
2021-03-31 09:55:00,2067.68,2068.15,2064.45,2067.88,0,2065.03,0,0
2021-03-31 10:00:00,2068.61,2073.19,2067.71,2073.19,0,2067.75,0,0
2021-03-31 10:05:00,2073.88,2076.14,2073.87,2075.65,0,2070.38,0,0
2021-03-31 10:10:00,2075.43,2076.15,2071.6,2073.91,0,2071.56,0,0
2021-03-31 10:15:00,2074.29,2077.33,2072.28,2077.32,2068.6,2073.48,0,0
2021-03-31 10:20:00,2078.99,2081.8,2076.47,2077.89,2070.29,2074.95,0,0
2021-03-31 10:25:00,2078.02,2079.66,2076.57,2077.7,2071.64,2075.87,0,0
2021-03-31 10:30:00,2078.37,2081.51,2078.08,2081.11,2073.36,2077.62,0,0
2021-03-31 10:35:00,2080.32,2083.75,2080.32,2081.29,2074.8,2078.84,0,0
2021-03-31 10:40:00,2081.86,2085.72,2081.33,2081.79,2076.07,2079.82,0,0
2021-03-31 10:45:00,2082.41,2083.95,2081.95,2083.06,2077.34,2080.9,0,0
2021-03-31 10:50:00,2083.63,2084.76,2082.65,2083.73,2078.5,2081.84,0,0
2021-03-31 10:55:00,2084.78,2085.0,2080.62,2080.62,2078.89,2081.43,0,0
2021-03-31 11:00:00,2080.41,2082.19,2080.39,2081.31,2079.33,2081.39,0,0
2021-03-31 11:05:00,2081.7,2082.3,2079.21,2079.22,2079.31,2080.67,0,0
2021-03-31 11:10:00,2079.31,2081.76,2079.31,2080.54,2079.53,2080.63,0,0
2021-03-31 11:15:00,2081.56,2082.0,2079.13,2080.0,2079.62,2080.42,0,0
