OrderID,Parent_OrderID,Symbol,Action,WeekDay,p_dt,p_price,p_qty,Pip/Points,NET,Comm,Status,StopLoss,Target
29,0,AAPL,BUY,Tue,2020-10-06 12:00:00,115.89,100000,-2.59,-259000.0,0.0,OPEN,0.0,119.37
30,29,AAPL,SELL,Tue,2020-10-06 12:30:00,113.3,100000,0,0,0,STOCH_EXIT,0,0
31,0,AAPL,BUY,Wed,2020-10-07 09:30:00,116.4,100000,-2.94,-294000.0,0.0,OPEN,0.0,119.89
32,31,AAPL,SELL,Wed,2020-10-07 11:30:00,113.46,100000,0,0,0,STOCH_EXIT,0,0
33,0,AAPL,SELL,Wed,2020-10-07 11:40:00,113.3,100000,-3.1,-310000.0,0.0,OPEN,226.6,109.9
34,33,AAPL,BUY,Wed,2020-10-07 12:10:00,116.4,100000,0,0,0,STOCH_EXIT,0,0
35,0,AAPL,SELL,Wed,2020-10-07 12:25:00,112.98,100000,-3.73,-373000.0,0.0,OPEN,225.96,109.59
36,35,AAPL,BUY,Thu,2020-10-08 10:25:00,116.71,100000,0,0,0,STOCH_EXIT,0,0
37,0,AAPL,BUY,Thu,2020-10-08 10:35:00,116.9,100000,-2.76,-276000.0,0.0,OPEN,0.0,120.41
38,37,AAPL,SELL,Thu,2020-10-08 11:20:00,114.14,100000,0,0,0,STOCH_EXIT,0,0
39,0,AAPL,SELL,Thu,2020-10-08 11:30:00,113.56,100000,-3.3,-330000.0,0.0,OPEN,227.12,110.15
40,39,AAPL,BUY,Thu,2020-10-08 12:45:00,116.86,100000,0,0,0,STOCH_EXIT,0,0
41,0,AAPL,SELL,Thu,2020-10-08 12:50:00,113.81,100000,-2.9,-290000.0,0.0,OPEN,227.62,110.4
42,41,AAPL,BUY,Thu,2020-10-08 01:05:00,116.71,100000,0,0,0,STOCH_EXIT,0,0
43,0,AAPL,BUY,Fri,2020-10-09 09:30:00,116.93,100000,-2.49,-249000.0,0.0,OPEN,0.0,120.44
44,43,AAPL,SELL,Fri,2020-10-09 09:55:00,114.44,100000,0,0,0,STOCH_EXIT,0,0
45,0,AAPL,SELL,Fri,2020-10-09 10:15:00,114.28,100000,-3.24,-324000.0,0.0,OPEN,228.56,110.85
46,45,AAPL,BUY,Fri,2020-10-09 11:25:00,117.52,100000,0,0,0,STOCH_EXIT,0,0
47,0,AAPL,SELL,Fri,2020-10-09 11:40:00,114.4,100000,-9.67,-967000.0,0.0,OPEN,228.8,110.97
48,47,AAPL,BUY,Tue,2020-10-13 09:45:00,124.07,100000,0,0,0,STOCH_EXIT,0,0
49,0,AAPL,BUY,Tue,2020-10-13 10:00:00,124.55,100000,-2.81,-281000.0,0.0,OPEN,0.0,128.29
50,49,AAPL,SELL,Tue,2020-10-13 10:30:00,121.74,100000,0,0,0,STOCH_EXIT,0,0
51,0,AAPL,SELL,Tue,2020-10-13 11:35:00,122.54,100000,-2.69,-269000.0,0.0,OPEN,245.08,118.86
52,51,AAPL,BUY,Tue,2020-10-13 11:55:00,125.23,100000,0,0,0,STOCH_EXIT,0,0
53,0,AAPL,BUY,Wed,2020-10-14 09:35:00,123.52,100000,-2.83,-283000.0,0.0,OPEN,0.0,127.23
54,53,AAPL,SELL,Wed,2020-10-14 10:00:00,120.69,100000,0,0,0,STOCH_EXIT,0,0
55,0,AAPL,SELL,Wed,2020-10-14 10:15:00,120.48,100000,-2.79,-279000.0,0.0,OPEN,240.96,116.87
56,55,AAPL,BUY,Wed,2020-10-14 10:35:00,123.27,100000,0,0,0,STOCH_EXIT,0,0
57,0,AAPL,BUY,Wed,2020-10-14 10:50:00,123.75,100000,-4.97,-497000.0,0.0,OPEN,0.0,127.46
58,57,AAPL,SELL,Wed,2020-10-14 12:55:00,118.78,100000,0,0,0,STOCH_EXIT,0,0
59,0,AAPL,BUY,Thu,2020-10-15 10:55:00,121.24,100000,-2.89,-289000.0,0.0,OPEN,0.0,124.88
60,59,AAPL,SELL,Thu,2020-10-15 11:25:00,118.35,100000,0,0,0,STOCH_EXIT,0,0
61,0,AAPL,SELL,Thu,2020-10-15 12:20:00,118.46,100000,-3.01,-301000.0,0.0,OPEN,236.92,114.91
62,61,AAPL,BUY,Thu,2020-10-15 12:30:00,121.47,100000,0,0,0,STOCH_EXIT,0,0
63,0,AAPL,BUY,Fri,2020-10-16 09:30:00,122.6,100000,-3.09,-309000.0,0.0,OPEN,0.0,126.28
64,63,AAPL,SELL,Fri,2020-10-16 10:30:00,119.51,100000,0,0,0,STOCH_EXIT,0,0
65,0,AAPL,SELL,Fri,2020-10-16 10:45:00,118.92,100000,-2.47,-247000.0,0.0,OPEN,237.84,115.35
66,65,AAPL,BUY,Fri,2020-10-16 11:25:00,121.39,100000,0,0,0,STOCH_EXIT,0,0
67,0,AAPL,BUY,Fri,2020-10-16 11:55:00,121.48,100000,-3.2,-320000.0,0.0,OPEN,0.0,125.12
68,67,AAPL,SELL,Fri,2020-10-16 01:00:00,118.28,100000,0,0,0,STOCH_EXIT,0,0
69,0,AAPL,BUY,Mon,2020-10-19 09:30:00,121.65,100000,-3.83,-383000.0,0.0,OPEN,0.0,125.3
70,69,AAPL,SELL,Mon,2020-10-19 11:15:00,117.82,100000,0,0,0,STOCH_EXIT,0,0
71,0,AAPL,BUY,Mon,2020-10-19 11:35:00,120.84,100000,-3.4,-340000.0,0.0,OPEN,0.0,124.47
72,71,AAPL,SELL,Mon,2020-10-19 12:35:00,117.44,100000,0,0,0,STOCH_EXIT,0,0
73,0,AAPL,SELL,Mon,2020-10-19 12:50:00,117.23,100000,-3.04,-304000.0,0.0,OPEN,234.46,113.71
74,73,AAPL,BUY,Mon,2020-10-19 01:10:00,120.27,100000,0,0,0,STOCH_EXIT,0,0
75,0,AAPL,BUY,Tue,2020-10-20 09:45:00,118.05,100000,-2.35,-235000.0,0.0,OPEN,0.0,121.59
76,75,AAPL,SELL,Tue,2020-10-20 10:15:00,115.7,100000,0,0,0,STOCH_EXIT,0,0
77,0,AAPL,SELL,Tue,2020-10-20 10:25:00,115.38,100000,-2.9,-290000.0,0.0,OPEN,230.76,111.92
78,77,AAPL,BUY,Tue,2020-10-20 10:40:00,118.28,100000,0,0,0,STOCH_EXIT,0,0
79,0,AAPL,BUY,Tue,2020-10-20 11:15:00,118.31,100000,-3.09,-309000.0,0.0,OPEN,0.0,121.86
80,79,AAPL,SELL,Tue,2020-10-20 11:25:00,115.22,100000,0,0,0,STOCH_EXIT,0,0
81,0,AAPL,SELL,Tue,2020-10-20 11:30:00,114.97,100000,-3.97,-397000.0,0.0,OPEN,229.94,111.52
82,81,AAPL,BUY,Tue,2020-10-20 03:15:00,118.94,100000,0,0,0,STOCH_EXIT,0,0
83,0,AAPL,BUY,Wed,2020-10-21 09:45:00,119.59,100000,-3.21,-321000.0,0.0,OPEN,0.0,123.18
84,83,AAPL,SELL,Wed,2020-10-21 10:00:00,116.38,100000,0,0,0,STOCH_EXIT,0,0
85,0,AAPL,SELL,Wed,2020-10-21 10:55:00,116.58,100000,-2.56,-256000.0,0.0,OPEN,233.16,113.08
86,85,AAPL,BUY,Wed,2020-10-21 11:30:00,119.14,100000,0,0,0,STOCH_EXIT,0,0
87,0,AAPL,BUY,Wed,2020-10-21 11:35:00,119.35,100000,-3.46,-346000.0,0.0,OPEN,0.0,122.93
88,87,AAPL,SELL,Wed,2020-10-21 11:55:00,115.89,100000,0,0,0,STOCH_EXIT,0,0
89,0,AAPL,BUY,Wed,2020-10-21 12:20:00,119.25,100000,-3.45,-345000.0,0.0,OPEN,0.0,122.83
90,89,AAPL,SELL,Wed,2020-10-21 01:25:00,115.8,100000,0,0,0,STOCH_EXIT,0,0
91,0,AAPL,BUY,Thu,2020-10-22 09:30:00,119.13,100000,-3.23,-323000.0,0.0,OPEN,0.0,122.7
92,91,AAPL,SELL,Thu,2020-10-22 09:45:00,115.9,100000,0,0,0,STOCH_EXIT,0,0
93,0,AAPL,SELL,Thu,2020-10-22 09:55:00,115.78,100000,-2.87,-287000.0,0.0,OPEN,231.56,112.31
94,93,AAPL,BUY,Thu,2020-10-22 10:10:00,118.65,100000,0,0,0,STOCH_EXIT,0,0
95,0,AAPL,BUY,Thu,2020-10-22 11:00:00,117.4,100000,-3.1,-310000.0,0.0,OPEN,0.0,120.92
96,95,AAPL,SELL,Thu,2020-10-22 11:25:00,114.3,100000,0,0,0,STOCH_EXIT,0,0
97,0,AAPL,SELL,Thu,2020-10-22 11:30:00,114.06,100000,-2.79,-279000.0,0.0,OPEN,228.12,110.64
98,97,AAPL,BUY,Thu,2020-10-22 12:05:00,116.85,100000,0,0,0,STOCH_EXIT,0,0
99,0,AAPL,SELL,Thu,2020-10-22 12:20:00,113.79,100000,-2.78,-278000.0,0.0,OPEN,227.58,110.38
100,99,AAPL,BUY,Fri,2020-10-23 10:10:00,116.57,100000,0,0,0,STOCH_EXIT,0,0
101,0,AAPL,SELL,Fri,2020-10-23 10:40:00,113.47,100000,-2.9,-290000.0,0.0,OPEN,226.94,110.07
102,101,AAPL,BUY,Fri,2020-10-23 11:25:00,116.37,100000,0,0,0,STOCH_EXIT,0,0
103,0,AAPL,BUY,Fri,2020-10-23 12:00:00,116.23,100000,-2.9,-290000.0,0.0,OPEN,0.0,119.72
104,103,AAPL,SELL,Fri,2020-10-23 12:10:00,113.33,100000,0,0,0,STOCH_EXIT,0,0
105,0,AAPL,SELL,Fri,2020-10-23 12:15:00,113.09,100000,-2.9,-290000.0,0.0,OPEN,226.18,109.7
106,105,AAPL,BUY,Fri,2020-10-23 12:25:00,115.99,100000,0,0,0,STOCH_EXIT,0,0
107,0,AAPL,BUY,Fri,2020-10-23 12:35:00,116.17,100000,-2.82,-282000.0,0.0,OPEN,0.0,119.66
108,107,AAPL,SELL,Fri,2020-10-23 12:50:00,113.35,100000,0,0,0,STOCH_EXIT,0,0
109,0,AAPL,SELL,Mon,2020-10-26 10:25:00,114.13,100000,-2.87,-287000.0,0.0,OPEN,228.26,110.71
110,109,AAPL,BUY,Mon,2020-10-26 10:40:00,117.0,100000,0,0,0,STOCH_EXIT,0,0
111,0,AAPL,BUY,Mon,2020-10-26 11:50:00,116.09,100000,-3.11,-311000.0,0.0,OPEN,0.0,119.57
112,111,AAPL,SELL,Mon,2020-10-26 12:25:00,112.98,100000,0,0,0,STOCH_EXIT,0,0
113,0,AAPL,SELL,Mon,2020-10-26 12:30:00,112.64,100000,-3.03,-303000.0,0.0,OPEN,225.28,109.26
114,113,AAPL,BUY,Mon,2020-10-26 12:40:00,115.67,100000,0,0,0,STOCH_EXIT,0,0
115,0,AAPL,SELL,Tue,2020-10-27 10:15:00,114.07,100000,-4.29,-429000.0,0.0,OPEN,228.14,110.65
116,115,AAPL,BUY,Tue,2020-10-27 12:35:00,118.36,100000,0,0,0,STOCH_EXIT,0,0
117,0,AAPL,BUY,Tue,2020-10-27 12:50:00,118.48,100000,-2.97,-297000.0,0.0,OPEN,0.0,122.03
118,117,AAPL,SELL,Tue,2020-10-27 01:05:00,115.51,100000,0,0,0,STOCH_EXIT,0,0
119,0,AAPL,BUY,Wed,2020-10-28 10:40:00,114.27,100000,-2.62,-262000.0,0.0,OPEN,0.0,117.7
120,119,AAPL,SELL,Wed,2020-10-28 12:15:00,111.65,100000,0,0,0,STOCH_EXIT,0,0
121,0,AAPL,SELL,Wed,2020-10-28 12:35:00,111.43,100000,-2.35,-235000.0,0.0,OPEN,222.86,108.09
122,121,AAPL,BUY,Wed,2020-10-28 01:15:00,113.78,100000,0,0,0,STOCH_EXIT,0,0
123,0,AAPL,BUY,Thu,2020-10-29 09:30:00,115.16,100000,-2.73,-273000.0,0.0,OPEN,0.0,118.61
124,123,AAPL,SELL,Thu,2020-10-29 10:05:00,112.43,100000,0,0,0,STOCH_EXIT,0,0
125,0,AAPL,SELL,Thu,2020-10-29 10:45:00,112.46,100000,-3.01,-301000.0,0.0,OPEN,224.92,109.09
126,125,AAPL,BUY,Thu,2020-10-29 10:55:00,115.47,100000,0,0,0,STOCH_EXIT,0,0
127,0,AAPL,BUY,Thu,2020-10-29 11:10:00,115.79,100000,-2.65,-265000.0,0.0,OPEN,0.0,119.26
128,127,AAPL,SELL,Thu,2020-10-29 11:40:00,113.14,100000,0,0,0,STOCH_EXIT,0,0
129,0,AAPL,SELL,Thu,2020-10-29 11:55:00,113.01,100000,1.89,189000.0,0.0,OPEN,226.02,109.62
130,129,AAPL,BUY,Fri,2020-10-30 09:50:00,111.12,100000,0,0,0,TGT,0,0
131,0,AAPL,SELL,Fri,2020-10-30 10:55:00,107.07,100000,-3.48,-348000.0,0.0,OPEN,214.14,103.86
132,131,AAPL,BUY,Fri,2020-10-30 11:50:00,110.55,100000,0,0,0,STOCH_EXIT,0,0
133,0,AAPL,BUY,Fri,2020-10-30 12:05:00,110.76,100000,-2.81,-281000.0,0.0,OPEN,0.0,114.08
134,133,AAPL,SELL,Fri,2020-10-30 12:20:00,107.95,100000,0,0,0,STOCH_EXIT,0,0
135,0,AAPL,SELL,Fri,2020-10-30 12:30:00,107.69,100000,-2.82,-282000.0,0.0,OPEN,215.38,104.46
136,135,AAPL,BUY,Fri,2020-10-30 01:00:00,110.51,100000,0,0,0,STOCH_EXIT,0,0
137,0,AAPL,SELL,Mon,2020-11-02 10:05:00,107.76,100000,-2.58,-258000.0,0.0,OPEN,215.52,104.53
138,137,AAPL,BUY,Mon,2020-11-02 10:45:00,110.34,100000,0,0,0,STOCH_EXIT,0,0
139,0,AAPL,BUY,Mon,2020-11-02 11:40:00,109.82,100000,-2.98,-298000.0,0.0,OPEN,0.0,113.11
140,139,AAPL,SELL,Mon,2020-11-02 12:30:00,106.84,100000,0,0,0,STOCH_EXIT,0,0
141,0,AAPL,SELL,Mon,2020-11-02 12:35:00,106.62,100000,-2.88,-288000.0,0.0,OPEN,213.24,103.42
142,141,AAPL,BUY,Mon,2020-11-02 12:50:00,109.5,100000,0,0,0,STOCH_EXIT,0,0
143,0,AAPL,SELL,Tue,2020-11-03 11:10:00,109.24,100000,-3.04,-304000.0,0.0,OPEN,218.48,105.96
144,143,AAPL,BUY,Tue,2020-11-03 12:15:00,112.28,100000,0,0,0,STOCH_EXIT,0,0
145,0,AAPL,BUY,Tue,2020-11-03 12:25:00,112.54,100000,-3.23,-323000.0,0.0,OPEN,0.0,115.92
146,145,AAPL,SELL,Tue,2020-11-03 03:40:00,109.31,100000,0,0,0,STOCH_EXIT,0,0
147,0,AAPL,BUY,Wed,2020-11-04 09:30:00,115.35,100000,-1.92,-192000.0,0.0,OPEN,0.0,118.81
148,147,AAPL,SELL,Wed,2020-11-04 10:25:00,113.43,100000,0,0,0,STOCH_EXIT,0,0
149,0,AAPL,SELL,Wed,2020-11-04 10:40:00,112.92,100000,-3.32,-332000.0,0.0,OPEN,225.84,109.53
150,149,AAPL,BUY,Wed,2020-11-04 10:50:00,116.24,100000,0,0,0,STOCH_EXIT,0,0
151,0,AAPL,SELL,Wed,2020-11-04 11:05:00,112.53,100000,-3.08,-308000.0,0.0,OPEN,225.06,109.15
152,151,AAPL,BUY,Wed,2020-11-04 11:15:00,115.61,100000,0,0,0,STOCH_EXIT,0,0
153,0,AAPL,BUY,Wed,2020-11-04 11:30:00,116.06,100000,-2.69,-269000.0,0.0,OPEN,0.0,119.54
154,153,AAPL,SELL,Wed,2020-11-04 12:05:00,113.37,100000,0,0,0,STOCH_EXIT,0,0
155,0,AAPL,SELL,Wed,2020-11-04 12:50:00,113.73,100000,-2.86,-286000.0,0.0,OPEN,227.46,110.32
156,155,AAPL,BUY,Wed,2020-11-04 01:00:00,116.59,100000,0,0,0,STOCH_EXIT,0,0
157,0,AAPL,SELL,Thu,2020-11-05 10:20:00,116.42,100000,-3.19,-319000.0,0.0,OPEN,232.84,112.93
158,157,AAPL,BUY,Thu,2020-11-05 10:30:00,119.61,100000,0,0,0,STOCH_EXIT,0,0
159,0,AAPL,BUY,Thu,2020-11-05 10:55:00,119.9,100000,-3.08,-308000.0,0.0,OPEN,0.0,123.5
160,159,AAPL,SELL,Thu,2020-11-05 11:05:00,116.82,100000,0,0,0,STOCH_EXIT,0,0
161,0,AAPL,SELL,Thu,2020-11-05 11:15:00,116.71,100000,-2.97,-297000.0,0.0,OPEN,233.42,113.21
162,161,AAPL,BUY,Thu,2020-11-05 11:45:00,119.68,100000,0,0,0,STOCH_EXIT,0,0
163,0,AAPL,BUY,Thu,2020-11-05 12:05:00,119.73,100000,-3.32,-332000.0,0.0,OPEN,0.0,123.32
164,163,AAPL,SELL,Thu,2020-11-05 01:05:00,116.41,100000,0,0,0,STOCH_EXIT,0,0
165,0,AAPL,SELL,Fri,2020-11-06 09:30:00,116.04,100000,-2.19,-219000.0,0.0,OPEN,232.08,112.56
166,165,AAPL,BUY,Fri,2020-11-06 10:05:00,118.23,100000,0,0,0,STOCH_EXIT,0,0
167,0,AAPL,BUY,Fri,2020-11-06 10:10:00,118.51,100000,-2.71,-271000.0,0.0,OPEN,0.0,122.07
168,167,AAPL,SELL,Fri,2020-11-06 10:35:00,115.8,100000,0,0,0,STOCH_EXIT,0,0
169,0,AAPL,SELL,Fri,2020-11-06 12:20:00,117.12,100000,-2.98,-298000.0,0.0,OPEN,234.24,113.61
170,169,AAPL,BUY,Fri,2020-11-06 12:30:00,120.1,100000,0,0,0,STOCH_EXIT,0,0
171,0,AAPL,BUY,Fri,2020-11-06 12:40:00,120.38,100000,-2.9,-290000.0,0.0,OPEN,0.0,123.99
172,171,AAPL,SELL,Fri,2020-11-06 01:30:00,117.48,100000,0,0,0,STOCH_EXIT,0,0
173,0,AAPL,SELL,Mon,2020-11-09 10:40:00,119.61,100000,-2.41,-241000.0,0.0,OPEN,239.22,116.02
174,173,AAPL,BUY,Mon,2020-11-09 10:50:00,122.02,100000,0,0,0,STOCH_EXIT,0,0
175,0,AAPL,BUY,Mon,2020-11-09 11:15:00,122.66,100000,-2.87,-287000.0,0.0,OPEN,0.0,126.34
176,175,AAPL,SELL,Mon,2020-11-09 11:40:00,119.79,100000,0,0,0,STOCH_EXIT,0,0
177,0,AAPL,SELL,Mon,2020-11-09 11:45:00,119.35,100000,-2.75,-275000.0,0.0,OPEN,238.7,115.77
178,177,AAPL,BUY,Mon,2020-11-09 12:05:00,122.1,100000,0,0,0,STOCH_EXIT,0,0
179,0,AAPL,BUY,Mon,2020-11-09 12:25:00,122.15,100000,-3.06,-306000.0,0.0,OPEN,0.0,125.81
180,179,AAPL,SELL,Mon,2020-11-09 12:45:00,119.09,100000,0,0,0,STOCH_EXIT,0,0
181,0,AAPL,SELL,Mon,2020-11-09 12:50:00,119.06,100000,2.07,207000.0,0.0,OPEN,238.12,115.49
182,181,AAPL,BUY,Tue,2020-11-10 09:30:00,116.99,100000,0,0,0,TGT,0,0
183,0,AAPL,SELL,Tue,2020-11-10 10:10:00,114.88,100000,-1.5,-150000.0,0.0,OPEN,229.76,111.43
184,183,AAPL,BUY,Tue,2020-11-10 10:45:00,116.38,100000,0,0,0,STOCH_EXIT,0,0
185,0,AAPL,BUY,Tue,2020-11-10 11:00:00,116.92,100000,-2.84,-284000.0,0.0,OPEN,0.0,120.43
186,185,AAPL,SELL,Tue,2020-11-10 11:15:00,114.08,100000,0,0,0,STOCH_EXIT,0,0
187,0,AAPL,SELL,Tue,2020-11-10 12:25:00,115.31,100000,-2.49,-249000.0,0.0,OPEN,230.62,111.85
188,187,AAPL,BUY,Tue,2020-11-10 12:40:00,117.8,100000,0,0,0,STOCH_EXIT,0,0
189,0,AAPL,BUY,Tue,2020-11-10 12:50:00,118.39,100000,-2.86,-286000.0,0.0,OPEN,0.0,121.94
190,189,AAPL,SELL,Tue,2020-11-10 01:10:00,115.53,100000,0,0,0,STOCH_EXIT,0,0
191,0,AAPL,BUY,Wed,2020-11-11 09:30:00,118.51,100000,-2.3,-230000.0,0.0,OPEN,0.0,122.07
192,191,AAPL,SELL,Wed,2020-11-11 09:55:00,116.21,100000,0,0,0,STOCH_EXIT,0,0
193,0,AAPL,SELL,Wed,2020-11-11 10:40:00,116.49,100000,-2.98,-298000.0,0.0,OPEN,232.98,113.0
194,193,AAPL,BUY,Wed,2020-11-11 10:50:00,119.47,100000,0,0,0,STOCH_EXIT,0,0
195,0,AAPL,BUY,Wed,2020-11-11 10:55:00,119.68,100000,-2.94,-294000.0,0.0,OPEN,0.0,123.27
196,195,AAPL,SELL,Wed,2020-11-11 11:25:00,116.74,100000,0,0,0,STOCH_EXIT,0,0
197,0,AAPL,SELL,Thu,2020-11-12 09:45:00,117.61,100000,-3.85,-385000.0,0.0,OPEN,235.22,114.08
198,197,AAPL,BUY,Thu,2020-11-12 11:15:00,121.46,100000,0,0,0,STOCH_EXIT,0,0
199,0,AAPL,BUY,Thu,2020-11-12 12:00:00,121.26,100000,-2.79,-279000.0,0.0,OPEN,0.0,124.9
200,199,AAPL,SELL,Thu,2020-11-12 12:15:00,118.47,100000,0,0,0,STOCH_EXIT,0,0
201,0,AAPL,SELL,Thu,2020-11-12 12:25:00,118.16,100000,-2.7,-270000.0,0.0,OPEN,236.32,114.62
202,201,AAPL,BUY,Thu,2020-11-12 12:50:00,120.86,100000,0,0,0,STOCH_EXIT,0,0
203,0,AAPL,SELL,Fri,2020-11-13 09:45:00,117.17,100000,-2.67,-267000.0,0.0,OPEN,234.34,113.65
204,203,AAPL,BUY,Fri,2020-11-13 10:10:00,119.84,100000,0,0,0,STOCH_EXIT,0,0
205,0,AAPL,BUY,Fri,2020-11-13 10:25:00,120.18,100000,-2.92,-292000.0,0.0,OPEN,0.0,123.79
206,205,AAPL,SELL,Fri,2020-11-13 12:15:00,117.26,100000,0,0,0,STOCH_EXIT,0,0
207,0,AAPL,SELL,Fri,2020-11-13 12:30:00,117.16,100000,-2.8,-280000.0,0.0,OPEN,234.32,113.65
208,207,AAPL,BUY,Fri,2020-11-13 02:15:00,119.96,100000,0,0,0,STOCH_EXIT,0,0
209,0,AAPL,SELL,Mon,2020-11-16 09:30:00,116.75,100000,-5.4,-540000.0,0.0,OPEN,233.5,113.25
210,209,AAPL,BUY,Mon,2020-11-16 12:25:00,122.15,100000,0,0,0,STOCH_EXIT,0,0
211,0,AAPL,BUY,Mon,2020-11-16 12:40:00,122.32,100000,-4.0,-400000.0,0.0,OPEN,0.0,125.99
212,211,AAPL,SELL,Tue,2020-11-17 10:30:00,118.32,100000,0,0,0,STOCH_EXIT,0,0
213,0,AAPL,SELL,Tue,2020-11-17 11:15:00,118.54,100000,-2.78,-278000.0,0.0,OPEN,237.08,114.98
214,213,AAPL,BUY,Tue,2020-11-17 11:25:00,121.32,100000,0,0,0,STOCH_EXIT,0,0
215,0,AAPL,BUY,Tue,2020-11-17 11:55:00,121.71,100000,-3.0,-300000.0,0.0,OPEN,0.0,125.36
216,215,AAPL,SELL,Tue,2020-11-17 12:25:00,118.71,100000,0,0,0,STOCH_EXIT,0,0
217,0,AAPL,BUY,Wed,2020-11-18 10:20:00,120.48,100000,-3.1,-310000.0,0.0,OPEN,0.0,124.09
218,217,AAPL,SELL,Wed,2020-11-18 10:30:00,117.38,100000,0,0,0,STOCH_EXIT,0,0
219,0,AAPL,SELL,Wed,2020-11-18 11:15:00,117.63,100000,-3.14,-314000.0,0.0,OPEN,235.26,114.1
220,219,AAPL,BUY,Wed,2020-11-18 11:25:00,120.77,100000,0,0,0,STOCH_EXIT,0,0
221,0,AAPL,BUY,Wed,2020-11-18 11:30:00,120.89,100000,-2.71,-271000.0,0.0,OPEN,0.0,124.52
222,221,AAPL,SELL,Wed,2020-11-18 12:05:00,118.18,100000,0,0,0,STOCH_EXIT,0,0
223,0,AAPL,BUY,Thu,2020-11-19 09:55:00,119.44,100000,-2.86,-286000.0,0.0,OPEN,0.0,123.02
224,223,AAPL,SELL,Thu,2020-11-19 10:40:00,116.58,100000,0,0,0,STOCH_EXIT,0,0
225,0,AAPL,SELL,Thu,2020-11-19 10:55:00,116.26,100000,-3.04,-304000.0,0.0,OPEN,232.52,112.77
226,225,AAPL,BUY,Thu,2020-11-19 11:15:00,119.3,100000,0,0,0,STOCH_EXIT,0,0
227,0,AAPL,BUY,Thu,2020-11-19 11:20:00,119.53,100000,-2.82,-282000.0,0.0,OPEN,0.0,123.12
