OrderID,Parent_OrderID,Symbol,Action,WeekDay,p_dt,p_price,p_qty,Pip/Points,NET,Comm,Status,StopLoss,Target
228,227,AAPL,SELL,Thu,2020-11-19 11:40:00,116.71,100000,0,0,0,STOCH_EXIT,0,0
229,0,AAPL,SELL,Thu,2020-11-19 11:50:00,116.48,100000,-2.87,-287000.0,0.0,OPEN,232.96,112.99
230,229,AAPL,BUY,Thu,2020-11-19 12:25:00,119.35,100000,0,0,0,STOCH_EXIT,0,0
231,0,AAPL,BUY,Fri,2020-11-20 10:05:00,119.87,100000,-3.1,-310000.0,0.0,OPEN,0.0,123.47
232,231,AAPL,SELL,Fri,2020-11-20 10:25:00,116.77,100000,0,0,0,STOCH_EXIT,0,0
233,0,AAPL,BUY,Fri,2020-11-20 10:35:00,119.87,100000,-2.9,-290000.0,0.0,OPEN,0.0,123.47
234,233,AAPL,SELL,Fri,2020-11-20 10:55:00,116.97,100000,0,0,0,STOCH_EXIT,0,0
235,0,AAPL,SELL,Fri,2020-11-20 11:25:00,116.95,100000,-2.64,-264000.0,0.0,OPEN,233.9,113.44
236,235,AAPL,BUY,Fri,2020-11-20 12:00:00,119.59,100000,0,0,0,STOCH_EXIT,0,0
237,0,AAPL,BUY,Fri,2020-11-20 12:20:00,119.68,100000,-3.06,-306000.0,0.0,OPEN,0.0,123.27
238,237,AAPL,SELL,Fri,2020-11-20 12:45:00,116.62,100000,0,0,0,STOCH_EXIT,0,0
239,0,AAPL,BUY,Fri,2020-11-20 12:55:00,119.77,100000,-6.77,-677000.0,0.0,OPEN,0.0,123.36
240,239,AAPL,SELL,Mon,2020-11-23 11:55:00,113.0,100000,0,0,0,STOCH_EXIT,0,0
241,0,AAPL,BUY,Tue,2020-11-24 10:00:00,114.96,100000,-3.05,-305000.0,0.0,OPEN,0.0,118.41
242,241,AAPL,SELL,Tue,2020-11-24 10:25:00,111.91,100000,0,0,0,STOCH_EXIT,0,0
243,0,AAPL,SELL,Tue,2020-11-24 10:30:00,111.93,100000,-4.07,-407000.0,0.0,OPEN,223.86,108.57
244,243,AAPL,BUY,Tue,2020-11-24 12:05:00,116.0,100000,0,0,0,STOCH_EXIT,0,0
245,0,AAPL,BUY,Tue,2020-11-24 12:30:00,116.38,100000,-3.02,-302000.0,0.0,OPEN,0.0,119.87
246,245,AAPL,SELL,Tue,2020-11-24 12:40:00,113.36,100000,0,0,0,STOCH_EXIT,0,0
247,0,AAPL,BUY,Wed,2020-11-25 09:30:00,117.24,100000,-2.68,-268000.0,0.0,OPEN,0.0,120.76
248,247,AAPL,SELL,Wed,2020-11-25 09:40:00,114.56,100000,0,0,0,STOCH_EXIT,0,0
249,0,AAPL,SELL,Wed,2020-11-25 10:00:00,114.33,100000,-3.28,-328000.0,0.0,OPEN,228.66,110.9
250,249,AAPL,BUY,Wed,2020-11-25 11:50:00,117.61,100000,0,0,0,STOCH_EXIT,0,0
251,0,AAPL,BUY,Wed,2020-11-25 12:30:00,117.57,100000,-2.86,-286000.0,0.0,OPEN,0.0,121.1
252,251,AAPL,SELL,Wed,2020-11-25 12:55:00,114.71,100000,0,0,0,STOCH_EXIT,0,0
253,0,AAPL,BUY,Fri,2020-11-27 09:30:00,118.53,100000,-3.17,-317000.0,0.0,OPEN,0.0,122.09
254,253,AAPL,SELL,Fri,2020-11-27 09:50:00,115.36,100000,0,0,0,STOCH_EXIT,0,0
255,0,AAPL,BUY,Fri,2020-11-27 10:10:00,118.46,100000,-2.89,-289000.0,0.0,OPEN,0.0,122.01
256,255,AAPL,SELL,Fri,2020-11-27 10:35:00,115.57,100000,0,0,0,STOCH_EXIT,0,0
257,0,AAPL,SELL,Fri,2020-11-27 10:40:00,115.51,100000,-2.99,-299000.0,0.0,OPEN,231.02,112.04
258,257,AAPL,BUY,Fri,2020-11-27 10:50:00,118.5,100000,0,0,0,STOCH_EXIT,0,0
259,0,AAPL,SELL,Fri,2020-11-27 11:00:00,115.48,100000,-2.54,-254000.0,0.0,OPEN,230.96,112.02
260,259,AAPL,BUY,Fri,2020-11-27 12:25:00,118.02,100000,0,0,0,STOCH_EXIT,0,0
261,0,AAPL,BUY,Fri,2020-11-27 12:55:00,118.1,100000,-0.58,-58000.0,0.0,OPEN,0.0,121.64
262,261,AAPL,SELL,Mon,2020-11-30 10:10:00,117.52,100000,0,0,0,STOCH_EXIT,0,0
263,0,AAPL,SELL,Mon,2020-11-30 10:20:00,117.25,100000,-1.8,-180000.0,0.0,OPEN,234.5,113.73
264,263,AAPL,BUY,Mon,2020-11-30 10:45:00,119.05,100000,0,0,0,STOCH_EXIT,0,0
265,0,AAPL,SELL,Mon,2020-11-30 11:15:00,116.26,100000,-3.27,-327000.0,0.0,OPEN,232.52,112.77
266,265,AAPL,BUY,Mon,2020-11-30 11:35:00,119.53,100000,0,0,0,STOCH_EXIT,0,0
267,0,AAPL,SELL,Mon,2020-11-30 12:40:00,117.34,100000,0,0,0,OPEN,234.68,113.82
